name,State Code,Offense Month,Situation,Age of Victim,Sex of Victim,Age of Offender,Sex of Offender,Weapon used by Offender,Relationship of Victim to Offender,Circumstances
1096,4,8,A,20,F,19,M,80,GF,99
1097,4,8,A,66,F,41,M,20,MO,99
1098,4,8,A,61,F,53,M,40,GF,45
1099,4,8,A,1,F,27,M,40,OK,60
1100,4,8,A,81,F,50,F,30,MO,44
1101,6,8,A,23,F,59,M,90,OK,99
1102,6,8,A,37,F,43,M,12,GF,60
1103,8,8,A,31,F,17,M,12,NE,45
1104,8,8,A,63,F,67,M,12,OF,99
1105,10,8,A,46,F,47,M,12,GF,44
1106,10,8,A,61,F,40,M,20,MO,60
1107,10,8,A,5,F,19,M,90,DA,59
1108,11,8,A,81,F,86,M,12,GF,60
1109,12,8,A,14,F,17,M,12,UN,53
1110,12,8,A,44,F,46,M,12,GF,45
1111,13,8,A,25,F,25,M,12,UN,60
1112,13,8,A,78,F,23,M,80,OF,45
1113,15,8,A,1,F,27,M,70,OK,43
1114,15,8,A,48,F,59,M,11,WI,45
1115,15,8,A,77,F,25,F,90,ST,59
1116,15,8,A,62,F,64,M,12,WI,99
1117,15,8,A,21,F,28,M,12,GF,45
1118,16,8,A,32,F,21,M,12,GF,45
1119,16,8,A,34,F,42,M,20,WI,99
1120,16,8,A,34,F,42,M,20,WI,99
1121,17,8,A,45,F,37,M,30,WI,45
1122,17,8,A,41,F,42,M,12,WI,45
1123,17,8,A,36,F,15,M,20,OF,70
1124,17,8,A,1,F,28,M,40,DA,60
1125,17,8,A,20,F,36,M,85,GF,99
1126,17,8,A,34,F,35,M,12,WI,45
1127,17,8,A,63,F,81,M,12,WI,60
1128,18,8,A,59,F,31,F,20,ST,60
1129,19,8,A,88,F,79,M,40,OK,60
1130,19,8,A,19,F,16,M,40,GF,2
1131,19,8,A,34,F,42,M,12,WI,60
1132,19,8,A,27,F,44,M,12,CH,45
1133,20,8,A,11,F,47,M,90,SI,99
1134,20,8,A,21,F,29,M,12,ST,99
1135,21,8,A,17,F,19,F,14,FR,60
1136,21,8,A,24,F,26,M,20,UN,99
1137,22,8,A,45,F,58,M,20,GF,99
1138,22,8,A,36,F,37,M,40,GF,40
1139,22,8,A,42,F,31,M,12,WI,60
1140,22,8,A,26,F,39,M,20,AQ,60
1141,23,8,A,45,F,52,M,12,WI,99
1142,23,8,A,46,F,51,M,12,WI,26
1143,24,8,A,28,F,49,M,40,GF,45
1144,24,8,A,0.5,F,34,F,85,OF,59
1145,24,8,A,9,F,0,M,11,UN,99
1146,27,8,A,36,F,46,M,20,GF,45
1147,27,8,A,62,F,36,M,80,MO,45
1148,27,8,A,2,F,24,M,90,DA,99
1149,29,8,A,47,F,56,M,20,WI,26
1150,29,8,A,45,F,49,M,13,GF,45
1151,30,8,A,37,F,33,M,30,GF,40
1152,31,8,A,41,F,34,M,70,AQ,59
1153,31,8,A,1,F,28,F,40,DA,60
1154,31,8,A,32,F,32,M,30,AQ,2
1155,31,8,A,79,F,56,F,20,MO,45
1156,31,8,A,33,F,34,M,12,GF,45
1157,31,8,A,40,F,37,M,90,FR,60
1158,31,8,A,53,F,52,M,20,GF,45
1159,31,8,A,33,F,30,M,20,GF,45
1160,32,8,A,47,F,18,M,20,MO,60
1161,32,8,A,20,F,56,M,90,AQ,60
1162,34,8,A,42,F,54,M,12,FR,45
1163,34,8,A,37,F,15,M,90,MO,60
1164,34,8,A,44,F,44,M,90,WI,99
1165,34,8,A,23,F,51,M,70,FR,18
1166,34,8,A,30,F,32,F,20,FR,99
1167,34,8,A,35,F,18,M,12,AQ,18
1168,35,8,A,58,F,55,M,85,WI,60
1169,35,8,A,42,F,56,M,40,GF,99
1170,37,8,A,59,F,52,M,20,AQ,44
1171,37,8,A,51,F,49,M,12,CW,60
1172,37,8,A,61,F,30,M,90,ST,7
1173,37,8,A,85,F,35,M,65,OF,26
1174,38,8,A,85,F,34,M,90,UN,99
1175,38,8,A,34,F,33,F,40,HO,45
1176,38,8,A,32,F,37,M,14,GF,99
1177,39,8,A,35,F,28,M,12,GF,45
1178,39,8,A,44,F,13,M,20,MO,99
1179,39,8,A,60,F,41,M,30,GF,2
1180,39,8,A,59,F,58,M,12,WI,99
1181,39,8,A,33,F,30,M,20,GF,99
1182,39,8,A,28,F,51,M,20,GF,99
1183,39,8,A,30,F,35,M,20,AQ,99
1184,39,8,A,27,F,19,M,11,AQ,99
1185,40,8,A,27,F,44,M,20,AQ,99
1186,41,8,A,54,F,59,M,11,XW,45
1187,41,8,A,37,F,55,M,40,GF,99
1188,41,8,A,53,F,57,M,14,GF,99
1189,41,8,A,22,F,22,M,30,UN,99
1190,41,8,A,29,F,33,M,12,GF,99
1191,41,8,A,76,F,76,M,12,WI,45
1192,41,8,A,0.5,F,19,F,40,DA,45
1193,41,8,A,34,F,27,M,20,AQ,45
1194,42,8,A,45,F,49,M,40,BF,45
1195,42,8,A,0.5,F,18,F,90,UN,60
1196,42,8,A,39,F,40,M,20,WI,26
1197,42,8,A,25,F,38,M,30,OK,99
1198,42,8,A,20,F,25,M,90,FR,59
1199,42,8,A,33,F,43,M,12,WI,60
1200,42,8,A,35,F,31,M,20,GF,45
1201,42,8,A,26,F,43,M,40,WI,99
1202,42,8,A,56,F,21,F,90,ST,59
1203,42,8,A,0.5,F,21,F,40,MO,26
1204,42,8,A,30,F,34,M,12,WI,45
1205,42,8,A,91,F,93,M,12,WI,60
1206,42,8,A,22,F,23,M,12,GF,45
1207,42,8,A,42,F,28,M,12,ST,45
1208,42,8,A,44,F,50,M,12,GF,45
1209,43,8,A,82,F,89,F,40,OK,45
1210,43,8,A,51,F,51,M,12,WI,45
1211,43,8,A,32,F,33,M,40,FR,60
1212,43,8,A,35,F,34,M,70,FR,18
1213,44,8,A,48,F,40,F,13,OK,60
1214,45,8,A,43,F,45,M,14,WI,45
1215,45,8,A,26,F,27,M,12,GF,45
1216,45,8,A,67,F,63,M,11,WI,99
1217,45,8,A,36,F,35,M,12,WI,99
1218,45,8,A,20,F,16,M,11,AQ,99
1219,46,8,A,35,F,31,M,11,GF,60
1220,46,8,A,52,F,51,M,12,WI,45
1221,46,8,A,37,F,46,M,12,WI,45
1222,46,8,A,48,F,32,M,11,UN,42
1223,46,8,A,39,F,52,M,90,UN,99
1224,47,8,A,83,F,28,M,30,NE,5
1225,47,8,A,19,F,57,M,70,OK,45
1226,48,8,A,15,F,42,F,90,DA,59
1227,48,8,A,47,F,17,M,14,AQ,53
1228,48,8,A,42,F,25,M,11,UN,99
1229,51,8,A,49,F,35,M,20,UN,99
1230,51,8,A,43,F,46,M,20,WI,45
1231,2,9,A,23,F,35,M,12,UN,99
1232,2,9,A,73,F,74,M,14,WI,45
1233,3,9,A,21,F,20,M,11,GF,99
1234,3,9,A,28,F,33,M,12,GF,45
1235,4,9,A,64,F,31,M,12,MO,26
1236,4,9,A,26,F,25,M,11,WI,45
1237,4,9,A,63,F,44,F,20,MO,99
1238,4,9,A,54,F,26,F,30,OK,26
1239,4,9,A,36,F,54,M,80,CW,45
1240,4,9,A,55,F,40,M,13,OF,45
1241,4,9,A,32,F,35,M,12,WI,45
1242,4,9,A,48,F,58,M,12,WI,45
1243,4,9,A,40,F,41,M,90,GF,45
1244,4,9,A,32,F,60,M,90,OK,99
1245,4,9,A,62,F,37,M,40,MO,99
1246,4,9,A,94,F,37,M,40,OF,99
1247,4,9,A,54,F,57,M,20,OK,99
1248,4,9,A,18,F,22,M,12,FR,53
1249,4,9,A,33,F,38,M,90,OK,44
1250,4,9,A,91,F,71,M,90,OK,99
1251,4,9,A,30,F,36,M,40,GF,45
1252,5,9,A,44,F,51,M,12,WI,45
1253,5,9,A,85,F,79,F,40,AQ,99
1254,6,9,A,58,F,56,M,14,WI,45
1255,6,9,A,52,F,52,M,11,WI,45
1256,10,9,A,51,F,51,M,12,WI,17
1257,10,9,A,40,F,43,M,80,GF,45
1258,10,9,A,39,F,52,M,12,GF,60
1259,10,9,A,31,F,35,M,12,AQ,45
1260,10,9,A,77,F,16,M,30,NE,26
1261,10,9,A,24,F,24,M,12,GF,45
1262,10,9,A,22,F,35,M,12,GF,45
1263,10,9,A,43,F,47,M,12,XW,60
1264,10,9,A,57,F,28,M,12,ER,45
1265,10,9,A,2,F,19,F,80,DA,60
1266,11,9,A,34,F,34,M,90,WI,60
1267,12,9,A,20,F,35,M,12,UN,80
1268,12,9,A,25,F,34,M,12,AQ,45
1269,12,9,A,27,F,36,M,12,ST,45
1270,13,9,A,33,F,39,M,20,UN,10
1271,13,9,A,0.5,F,21,M,40,OK,26
1272,13,9,A,0.5,F,20,M,40,DA,59
1273,13,9,A,21,F,20,M,20,OK,60
1274,13,9,A,25,F,26,M,40,XW,40
1275,14,9,A,66,F,19,M,40,UN,99
1276,14,9,A,41,F,44,M,40,AQ,99
1277,15,9,A,76,F,72,F,40,OK,99
1278,15,9,A,1,F,29,M,40,DA,99
1279,16,9,A,0.5,F,35,M,90,OK,41
1280,16,9,A,35,F,38,M,12,GF,99
1281,16,9,A,23,F,23,M,14,WI,99
1282,16,9,A,25,F,48,M,12,GF,45
1283,17,9,A,1,F,24,F,90,DA,60
1284,19,9,A,25,F,27,M,12,UN,3
1285,19,9,A,55,F,22,M,30,MO,60
1286,19,9,A,34,F,46,M,20,GF,60
1287,20,9,A,28,F,25,M,12,UN,60
1288,21,9,A,43,F,48,M,90,GF,99
1289,21,9,A,43,F,48,M,90,GF,99
1290,21,9,A,63,F,66,M,12,WI,60
1291,21,9,A,32,F,35,M,30,WI,45
1292,21,9,A,46,F,44,M,90,GF,99
1293,22,9,A,54,F,56,M,14,CW,60
1294,22,9,A,36,F,27,M,85,GF,40
1295,23,9,A,40,F,44,M,12,WI,99
1296,23,9,A,40,F,45,M,11,UN,70
1297,23,9,A,25,F,32,M,12,GF,70
1298,24,9,A,66,F,66,M,12,WI,45
1299,24,9,A,42,F,33,M,90,UN,99
1300,24,9,A,30,F,64,M,12,AQ,45
1301,26,9,A,20,F,17,F,90,AQ,45
1302,27,9,A,42,F,54,M,80,GF,99
1303,27,9,A,51,F,24,M,14,GF,45
1304,27,9,A,17,F,19,M,40,GF,45
1305,27,9,A,71,F,84,M,11,GF,60
1306,27,9,A,52,F,53,M,12,XW,60
1307,29,9,A,62,F,33,M,20,MO,45
1308,29,9,A,47,F,37,M,40,GF,26
1309,29,9,A,29,F,35,M,12,WI,99
1310,29,9,A,27,F,40,M,80,GF,40
1311,30,9,A,60,F,59,M,11,GF,45
1312,31,9,A,0.5,F,23,F,40,DA,60
1313,31,9,A,56,F,51,M,40,GF,45
1314,31,9,A,0.05,F,33,F,90,DA,60
1315,31,9,A,43,F,36,M,90,ST,99
1316,31,9,A,96,F,24,M,90,ST,45
1317,31,9,A,80,F,32,M,90,ST,3
1318,31,9,A,28,F,30,M,20,GF,45
1319,31,9,A,24,F,31,M,20,GF,45
1320,31,9,A,55,F,44,M,30,ST,5
1321,32,9,A,3,F,29,M,40,UN,60
1322,32,9,A,27,F,20,F,20,AQ,45
1323,32,9,A,61,F,61,M,12,GF,60
1324,32,9,A,37,F,50,M,12,GF,45
1325,34,9,A,42,F,42,M,11,WI,45
1326,34,9,A,83,F,83,M,12,WI,60
1327,34,9,A,16,F,16,M,20,GF,45
1328,34,9,A,50,F,50,M,20,WI,99
1329,35,9,A,2,F,22,M,40,OK,2
1330,35,9,A,32,F,29,F,90,HO,59
1331,36,9,A,61,F,61,M,20,GF,45
1332,36,9,A,54,F,57,M,13,XW,26
1333,36,9,A,61,F,27,M,11,MO,26
1334,37,9,A,25,F,29,M,20,GF,26
1335,37,9,A,33,F,35,M,20,GF,45
1336,37,9,A,0.05,F,0.05,M,90,UN,59
1337,37,9,A,46,F,47,M,12,OK,60
1338,37,9,A,22,F,19,M,90,GF,59
1339,37,9,A,33,F,31,M,12,OK,26
1340,37,9,A,21,F,29,M,12,OK,45
1341,37,9,A,0.5,F,25,M,40,DA,60
1342,37,9,A,24,F,33,M,20,GF,45
1343,38,9,A,42,F,50,M,20,GF,45
1344,38,9,A,24,F,34,M,20,NE,45
1345,39,9,A,35,F,51,M,12,WI,99
1346,39,9,A,69,F,69,M,30,WI,99
1347,39,9,A,53,F,59,M,12,WI,45
1348,41,9,A,81,F,79,M,12,WI,60
1349,41,9,A,36,F,35,M,12,GF,99
1350,41,9,A,26,F,43,M,90,GF,99
1351,41,9,A,32,F,41,M,11,WI,45
1352,41,9,A,50,F,52,M,20,UN,99
1353,41,9,A,23,F,30,M,85,GF,7
1354,41,9,A,33,F,18,M,12,AQ,60
1355,41,9,A,30,F,0,F,20,UN,45
1356,41,9,A,0.5,F,19,M,30,DA,60
1357,42,9,A,31,F,32,M,12,WI,45
1358,42,9,A,54,F,51,F,14,HO,40
1359,42,9,A,59,F,25,M,20,SO,45
1360,42,9,A,61,F,31,M,12,MO,60
1361,42,9,A,33,F,15,M,20,MO,45
1362,42,9,A,38,F,27,M,40,GF,45
1363,42,9,A,17,F,16,F,20,AQ,45
1364,42,9,A,52,F,52,M,11,WI,45
1365,42,9,A,44,F,43,M,12,WI,60
1366,42,9,A,20,F,58,F,14,DA,26
1367,42,9,A,41,F,45,M,12,WI,45
1368,42,9,A,11,F,37,M,12,DA,99
1369,42,9,A,21,F,44,M,12,AQ,45
1370,42,9,A,47,F,48,M,12,XW,40
1371,42,9,A,35,F,23,F,12,UN,3
1372,42,9,A,46,F,28,M,80,ST,99
1373,45,9,A,19,F,19,M,12,GF,60
1374,45,9,A,23,F,33,M,20,WI,99
1375,45,9,A,81,F,85,M,12,WI,60
1376,45,9,A,15,F,19,M,11,GF,45
1377,45,9,A,27,F,26,M,12,WI,99
1378,45,9,A,20,F,16,F,20,AQ,45
1379,45,9,A,70,F,77,M,12,WI,60
1380,45,9,A,0.5,F,36,M,40,UN,99
1381,46,9,A,57,F,73,M,30,WI,60
1382,46,9,A,92,F,81,M,12,WI,60
1383,46,9,A,81,F,83,M,12,WI,99
1384,47,9,A,48,F,55,M,14,WI,45
1385,47,9,A,27,F,33,M,11,AQ,99
1386,48,9,A,68,F,40,M,20,MO,60
1387,48,9,A,14,F,0,M,12,ST,43
1388,48,9,A,42,F,30,M,12,FR,45
1389,50,9,A,41,F,44,M,90,WI,9
1390,50,9,A,62,F,31,M,13,AQ,60
1391,51,9,A,63,F,40,M,20,MO,45
1392,2,10,A,75,F,45,M,30,MO,45
1393,2,10,A,28,F,26,F,12,UN,99
1394,2,10,A,31,F,24,M,12,GF,99
1395,3,10,A,28,F,29,M,12,OK,45
1396,3,10,A,79,F,52,M,12,UN,45
1397,3,10,A,73,F,70,M,11,GF,60
1398,4,10,A,69,F,71,F,12,SI,44
1399,4,10,A,55,F,56,M,20,GF,45
1400,4,10,A,26,F,29,M,30,WI,45
1401,4,10,A,71,F,19,M,20,ST,45
1402,4,10,A,69,F,32,M,80,OF,99
1403,4,10,A,47,F,32,M,12,GF,45
1404,4,10,A,67,F,41,M,90,ST,26
1405,4,10,A,62,F,31,M,12,ST,81
1406,4,10,A,54,F,28,M,12,ST,99
1407,4,10,A,55,F,58,M,12,WI,45
1408,4,10,A,21,F,22,M,20,GF,45
1409,4,10,A,70,F,66,M,12,WI,45
1410,4,10,A,16,F,55,F,90,OF,26
1411,4,10,A,73,F,77,M,80,WI,99
1412,4,10,A,55,F,18,F,40,ST,45
1413,4,10,A,51,F,62,M,12,GF,99
1414,4,10,A,45,F,50,M,12,WI,45
1415,4,10,A,57,F,21,M,12,MO,99
1416,4,10,A,83,F,20,M,20,OF,45
1417,4,10,A,20,F,26,M,20,GF,45
1418,4,10,A,27,F,28,M,20,GF,45
1419,4,10,A,68,F,44,M,80,AQ,3
1420,5,10,A,57,F,58,M,20,WI,45
1421,5,10,A,32,F,31,M,12,WI,45
1422,6,10,A,39,F,49,M,14,WI,45
1423,7,10,A,55,F,21,M,20,UN,5
1424,7,10,A,18,F,21,M,12,ST,99
1425,8,10,A,21,F,0,F,12,ST,81
1426,10,10,A,50,F,59,M,30,GF,45
1427,10,10,A,73,F,74,M,12,WI,70
1428,10,10,A,4,F,21,F,12,DA,26
1429,10,10,A,4,F,23,M,30,OK,41
1430,10,10,A,38,F,41,M,12,FR,45
1431,10,10,A,22,F,25,M,90,AQ,45
1432,10,10,A,29,F,42,M,85,WI,45
1433,10,10,A,31,F,44,M,12,WI,60
1434,11,10,A,52,F,24,F,30,OK,99
1435,12,10,A,19,F,22,M,12,OK,47
1436,12,10,A,89,F,18,M,20,UN,99
1437,13,10,A,20,F,20,M,12,OK,60
1438,13,10,A,41,F,29,M,12,GF,45
1439,14,10,A,25,F,31,M,20,GF,45
1440,14,10,A,77,F,17,M,30,OF,60
1441,15,10,A,62,F,64,M,90,WI,45
1442,15,10,A,6,F,39,M,90,DA,60
1443,15,10,A,26,F,29,M,12,WI,99
1444,16,10,A,39,F,42,M,40,WI,45
1445,16,10,A,41,F,64,M,12,OF,45
1446,16,10,A,52,F,42,M,11,WI,99
1447,17,10,A,0.05,F,27,M,90,DA,45
1448,17,10,A,43,F,29,M,11,UN,99
1449,17,10,A,41,F,53,M,80,GF,45
1450,19,10,A,50,F,50,M,12,WI,60
1451,19,10,A,42,F,41,M,30,WI,99
1452,19,10,A,55,F,56,M,20,GF,99
1453,19,10,A,55,F,56,M,20,GF,99
1454,19,10,A,31,F,29,M,12,UN,99
1455,19,10,A,35,F,37,M,12,WI,45
1456,19,10,A,35,F,37,M,12,WI,45
1457,19,10,A,0.5,F,22,M,90,DA,60
1458,21,10,A,58,F,48,M,90,ST,42
1459,21,10,A,50,F,49,M,11,OK,99
1460,21,10,A,49,F,54,M,40,GF,45
1461,21,10,A,18,F,42,F,20,UN,99
1462,22,10,A,32,F,40,M,40,GF,45
1463,22,10,A,84,F,35,M,30,OF,60
1464,22,10,A,28,F,50,M,12,ST,45
1465,22,10,A,53,F,51,M,20,GF,60
1466,23,10,A,44,F,28,M,14,UN,70
1467,24,10,A,24,F,37,M,12,GF,45
1468,24,10,A,47,F,23,M,90,MO,45
1469,24,10,A,12,F,13,M,12,SI,26
1470,24,10,A,6,F,50,F,12,OF,45
1471,24,10,A,3,F,33,M,90,DA,26
1472,26,10,A,31,F,31,M,14,AQ,60
1473,27,10,A,42,F,41,M,90,WI,60
1474,27,10,A,48,F,33,M,20,GF,99
1475,27,10,A,18,F,16,M,12,GF,99
1476,27,10,A,63,F,63,M,11,WI,99
1477,27,10,A,50,F,27,M,11,MO,45
1478,27,10,A,1,F,54,M,11,DA,60
1479,29,10,A,48,F,44,M,20,GF,26
1480,29,10,A,84,F,60,M,20,MO,45
1481,29,10,A,85,F,62,M,12,MO,26
1482,29,10,A,71,F,67,M,12,WI,70
1483,29,10,A,27,F,26,M,80,GF,99
1484,29,10,A,38,F,38,M,80,AQ,99
1485,29,10,A,46,F,49,M,20,GF,99
1486,30,10,A,4,F,31,M,11,ST,60
1487,30,10,A,70,F,78,M,20,WI,60
1488,30,10,A,66,F,50,M,14,ST,3
1489,31,10,A,27,F,31,M,12,WI,45
1490,31,10,A,0.5,F,25,F,90,DA,60
1491,31,10,A,64,F,48,F,65,FR,99
1492,31,10,A,30,F,30,M,90,FR,45
1493,31,10,A,24,F,26,M,90,FR,45
1494,31,10,A,28,F,25,M,20,UN,99
1495,31,10,A,28,F,27,M,80,GF,45
1496,31,10,A,42,F,47,M,12,GF,60
1497,31,10,A,64,F,69,M,12,WI,45
1498,31,10,A,42,F,49,M,90,WI,45
1499,31,10,A,76,F,48,M,80,MO,45
1500,32,10,A,41,F,42,M,14,GF,45
1501,32,10,A,40,F,40,M,12,GF,99
1502,32,10,A,23,F,25,M,15,OK,99
1503,32,10,A,53,F,42,M,85,GF,99
1504,32,10,A,34,F,39,M,90,WI,60
1505,34,10,A,0.5,F,20,M,40,FR,60
1506,34,10,A,31,F,27,M,30,AQ,99
1507,34,10,A,37,F,25,M,90,ST,18
1508,35,10,A,15,F,20,M,12,SI,60
1509,35,10,A,23,F,25,M,90,GF,45
1510,36,10,A,43,F,44,M,12,GF,45
1511,37,10,A,55,F,54,M,14,WI,26
1512,37,10,A,58,F,63,M,20,WI,45
1513,37,10,A,66,F,23,M,90,ST,59
1514,37,10,A,26,F,24,M,85,WI,45
1515,37,10,A,55,F,22,M,12,ST,60
1516,37,10,A,45,F,32,M,90,UN,59
1517,37,10,A,22,F,24,M,12,UN,3
1518,37,10,A,26,F,26,M,12,GF,45
1519,37,10,A,52,F,54,M,40,GF,45
1520,38,10,A,54,F,31,M,85,OK,99
1521,39,10,A,68,F,71,M,14,WI,45
1522,39,10,A,26,F,26,M,20,GF,99
1523,39,10,A,76,F,42,M,85,UN,5
1524,40,10,A,19,F,31,M,20,GF,45
1525,41,10,A,32,F,20,F,12,AQ,99
1526,41,10,A,33,F,24,M,20,UN,99
1527,41,10,A,8,F,11,M,14,AQ,60
1528,41,10,A,44,F,36,M,12,GF,45
1529,41,10,A,36,F,36,M,20,WI,45
1530,41,10,A,26,F,64,M,12,GF,99
1531,41,10,A,39,F,40,M,14,WI,99
1532,41,10,A,24,F,26,M,13,OK,99
1533,41,10,A,36,F,35,M,12,GF,99
1534,42,10,A,36,F,42,M,20,GF,45
1535,42,10,A,22,F,23,F,12,ST,45
1536,42,10,A,41,F,37,M,12,WI,60
1537,42,10,A,34,F,36,M,12,XW,45
1538,42,10,A,24,F,32,M,12,WI,45
1539,42,10,A,2,F,26,F,90,DA,59
1540,42,10,A,48,F,48,M,14,WI,59
1541,45,10,A,28,F,28,M,11,WI,99
1542,45,10,A,77,F,79,M,14,WI,99
1543,45,10,A,35,F,63,M,12,GF,45
1544,45,10,A,46,F,49,M,20,UN,99
1545,46,10,A,16,F,33,M,12,GF,60
1546,48,10,A,51,F,67,M,40,GF,42
1547,1,11,A,40,F,23,M,14,MO,45
1548,2,11,A,60,F,43,M,20,AQ,99
1549,2,11,A,47,F,41,F,40,AQ,40
1550,2,11,A,46,F,52,M,40,GF,99
1551,2,11,A,3,F,45,F,90,OK,59
1552,2,11,A,41,F,41,M,30,MO,99
1553,3,11,A,33,F,38,M,12,WI,45
1554,3,11,A,34,F,37,M,40,GF,45
1555,3,11,A,24,F,37,M,90,ST,43
1556,4,11,A,61,F,36,M,40,ST,99
1557,4,11,A,90,F,50,F,12,SM,99
1558,4,11,A,62,F,36,M,11,MO,99
1559,4,11,A,21,F,28,M,30,GF,45
1560,4,11,A,63,F,64,M,12,GF,45
1561,4,11,A,15,F,14,M,20,SI,45
1562,4,11,A,32,F,34,M,12,GF,45
1563,4,11,A,33,F,25,M,40,GF,45
1564,4,11,A,27,F,22,M,12,OK,47
1565,4,11,A,13,F,42,F,90,DA,60
1566,4,11,A,62,F,19,M,20,ST,99
1567,4,11,A,37,F,72,M,12,WI,45
1568,4,11,A,43,F,55,M,11,ST,26
1569,4,11,A,14,F,12,F,11,FR,99
1570,4,11,A,78,F,29,M,20,OF,99
1571,4,11,A,20,F,39,M,11,FR,45
1572,4,11,A,35,F,43,M,11,WI,45
1573,4,11,A,34,F,22,M,20,GF,45
1574,4,11,A,53,F,45,M,12,GF,45
1575,4,11,A,31,F,25,M,13,GF,45
1576,5,11,A,83,F,83,M,12,WI,60
1577,6,11,A,46,F,47,M,20,CW,45
1578,6,11,A,48,F,57,M,11,WI,60
1579,10,11,A,17,F,18,F,20,OF,45
1580,10,11,A,25,F,40,M,20,AQ,45
1581,10,11,A,48,F,43,M,11,WI,45
1582,10,11,A,2,F,27,F,40,OF,60
1583,10,11,A,25,F,30,M,12,GF,99
1584,10,11,A,65,F,27,M,90,ST,3
1585,10,11,A,38,F,41,M,12,WI,70
1586,10,11,A,24,F,30,M,12,GF,70
1587,10,11,A,6,F,25,M,12,DA,52
1588,10,11,A,24,F,26,M,12,GF,45
1589,11,11,A,23,F,23,M,13,GF,5
1590,12,11,A,0.05,F,19,F,90,DA,60
1591,12,11,A,2,F,18,F,40,DA,60
1592,13,11,A,31,F,22,M,12,GF,45
1593,15,11,A,48,F,49,M,20,GF,45
1594,15,11,A,1,F,39,M,90,ST,59
1595,15,11,A,41,F,43,M,30,GF,99
1596,15,11,A,1,F,21,M,40,DA,60
1597,15,11,A,33,F,35,F,20,HO,40
1598,16,11,A,7,F,38,M,40,AQ,2
1599,16,11,A,54,F,26,M,12,AQ,99
1600,17,11,A,23,F,28,M,13,GF,45
1601,17,11,A,26,F,27,M,20,CW,45
1602,17,11,A,68,F,50,M,20,GF,45
1603,18,11,A,22,F,23,M,12,GF,53
1604,19,11,A,21,F,23,M,40,AQ,45
1605,20,11,A,55,F,44,M,90,GF,45
1606,20,11,A,30,F,31,F,20,AQ,45
1607,20,11,A,19,F,32,M,20,OK,45
1608,20,11,A,35,F,0,M,11,UN,99
1609,21,11,A,67,F,46,M,20,UN,26
1610,21,11,A,37,F,45,M,30,AQ,60
1611,21,11,A,31,F,35,M,12,AQ,45
1612,21,11,A,67,F,46,M,20,UN,26
1613,22,11,A,49,F,51,M,13,GF,60
1614,23,11,A,52,F,36,M,12,UN,99
1615,23,11,A,32,F,29,M,12,UN,99
1616,23,11,A,48,F,32,M,12,ST,60
1617,23,11,A,49,F,22,M,11,ST,60
1618,24,11,A,37,F,30,M,13,ST,81
1619,24,11,A,41,F,58,M,14,WI,45
1620,24,11,A,25,F,0,M,40,UN,45
1621,24,11,A,24,F,23,M,12,GF,45
1622,26,11,A,55,F,57,M,12,WI,42
1623,29,11,A,48,F,48,M,20,WI,45
1624,29,11,A,78,F,53,M,20,IL,99
1625,30,11,A,34,F,36,M,30,GF,45
1626,31,11,A,22,F,22,F,20,FR,45
1627,31,11,A,46,F,54,M,11,WI,45
1628,31,11,A,55,F,55,M,12,OK,60
1629,32,11,A,27,F,26,F,20,AQ,59
1630,32,11,A,48,F,55,M,90,WI,45
1631,32,11,A,30,F,32,M,12,AQ,99
1632,32,11,A,55,F,16,M,40,UN,99
1633,33,11,A,30,F,29,M,20,XW,99
1634,34,11,A,26,F,41,M,70,AQ,43
1635,34,11,A,22,F,29,M,20,AQ,45
1636,34,11,A,70,F,74,M,12,WI,26
1637,34,11,A,41,F,46,M,40,AQ,99
1638,34,11,A,29,F,31,F,20,AQ,45
1639,35,11,A,38,F,31,M,30,WI,45
1640,35,11,A,54,F,34,M,11,GF,60
1641,35,11,A,26,F,29,M,12,WI,45
1642,35,11,A,35,F,23,M,12,OK,45
1643,35,11,A,43,F,52,M,12,WI,60
1644,37,11,A,0.5,F,4,M,65,SI,9
1645,37,11,A,68,F,61,M,14,WI,45
1646,37,11,A,53,F,28,M,90,UN,26
1647,37,11,A,27,F,20,M,12,GF,45
1648,39,11,A,36,F,45,M,13,ST,81
1649,39,11,A,3,F,29,F,40,OK,60
1650,39,11,A,23,F,25,M,12,WI,42
1651,41,11,A,56,F,57,M,12,WI,45
1652,41,11,A,14,F,18,F,12,ST,45
1653,41,11,A,21,F,19,M,12,GF,60
1654,41,11,A,19,F,22,M,12,ST,99
1655,42,11,A,40,F,44,M,12,WI,60
1656,42,11,A,39,F,38,M,12,UN,45
1657,42,11,A,49,F,50,M,30,GF,99
1658,42,11,A,76,F,46,M,90,MO,99
1659,42,11,A,32,F,38,M,12,GF,45
1660,42,11,A,74,F,77,M,12,WI,60
1661,42,11,A,44,F,45,M,14,GF,26
1662,42,11,A,32,F,41,M,20,GF,45
1663,42,11,A,0.05,F,22,F,40,DA,60
1664,42,11,A,32,F,30,M,90,GF,45
1665,42,11,A,22,F,22,M,14,WI,99
1666,42,11,A,41,F,43,M,11,WI,45
1667,42,11,A,24,F,34,M,12,UN,60
1668,42,11,A,59,F,38,F,20,FR,45
1669,42,11,A,31,F,32,M,11,GF,45
1670,42,11,A,36,F,41,M,20,OF,99
1671,42,11,A,27,F,34,M,12,XW,45
